TARGET_BAD_FLAG,TARGET_LOSS_AMT,LOAN,z_IMP_REASON_HomeImp,z_IMP_REASON_MISSING,z_IMP_JOB_Mgr,z_IMP_JOB_Office,z_IMP_JOB_Other,z_IMP_JOB_ProfExe,z_IMP_JOB_Sales,z_IMP_JOB_Self,M_MORTDUE,IMP_MORTDUE,M_VALUE,IMP_VALUE,M_YOJ,IMP_YOJ,M_DEROG,IMP_DEROG,M_DELINQ,IMP_DELINQ,M_CLAGE,IMP_CLAGE,M_NINQ,IMP_NINQ,M_CLNO,IMP_CLNO,M_DEBTINC,IMP_DEBTINC
0,,14700,0,0,0,1,0,0,0,0,0,89448.0,0,115380.0,0,11.0,0,0.0,0,0.0,0,222.8150889,0,0.0,0,12.0,0,40.52479687
1,7483.0,14700,0,1,0,0,1,0,0,0,0,94672.0,1,89235.5,0,14.0,0,0.0,0,1.0,0,67.03803191,0,0.0,0,11.0,0,40.31743443
0,,14700,1,0,0,0,0,1,0,0,0,106417.0,0,123580.0,0,9.0,0,0.0,0,0.0,0,166.4960653,0,3.0,0,31.0,0,29.31671006
0,,14700,1,0,0,0,1,0,0,0,0,27235.0,0,39102.0,0,8.0,0,0.0,0,0.0,0,71.42081509,0,2.0,0,11.0,0,29.15169816
0,,14700,1,0,0,0,0,1,0,0,0,77565.0,0,101320.0,0,6.0,0,0.0,0,0.0,0,120.8273719,0,0.0,0,26.0,0,25.27620451
0,,14700,1,0,0,0,1,0,0,0,0,33150.0,0,46053.0,0,8.0,0,0.0,0,0.0,0,76.91471756,0,2.0,0,11.0,0,30.69643481
0,,14700,0,0,0,1,0,0,0,0,0,65660.0,0,81937.0,0,2.0,0,0.0,0,0.0,0,106.6575189,0,1.0,0,19.0,0,25.19780688
0,,14700,0,0,0,0,0,1,0,0,0,35164.0,0,68061.0,0,5.0,0,0.0,0,0.0,0,245.6705776,0,1.0,0,16.0,0,23.11228982
0,,14700,1,0,0,0,1,0,0,0,0,14275.0,0,90376.0,0,14.0,0,0.0,0,1.0,0,273.6025171,0,0.0,0,23.0,0,26.84247974
0,,14700,0,0,0,0,1,0,0,0,0,76931.0,0,94245.0,0,5.0,0,3.0,0,0.0,0,78.68751988,0,0.0,0,21.0,0,25.43031494
1,15320.0,14700,0,0,0,0,0,1,0,0,0,63000.0,0,89250.0,0,4.0,0,0.0,0,0.0,0,87.46666667,0,0.0,0,28.0,1,34.81826182
0,,14700,0,1,0,0,0,0,0,0,0,82967.0,0,114835.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,34.47807397
0,,14700,0,0,0,0,0,1,0,0,0,90662.0,0,111778.0,0,1.0,0,1.0,0,1.0,0,148.4232463,0,0.0,0,33.0,0,31.77010155
0,,14700,0,0,0,0,0,1,0,0,0,35832.0,0,66260.0,0,7.0,0,0.0,0,0.0,0,277.7940868,0,0.0,0,16.0,0,23.70535928
0,,14800,0,0,0,0,1,0,0,0,0,76875.0,0,95893.0,0,4.0,0,2.0,0,0.0,0,88.75457479,0,0.0,0,21.0,0,24.22469542
0,,14800,0,0,0,1,0,0,0,0,0,90722.0,0,105695.0,0,31.0,1,0.0,0,0.0,0,321.4083741,0,2.0,0,50.0,0,35.24074131
0,,14800,0,0,0,0,1,0,0,0,0,48910.0,0,70039.0,0,8.0,0,0.0,0,1.0,0,94.97159599,0,3.0,0,48.0,0,30.92050169
0,,14800,0,0,0,0,1,0,0,0,0,100255.0,0,116160.0,0,10.0,0,0.0,0,0.0,0,184.7772142,0,0.0,0,26.0,0,34.48399039
0,,14800,0,0,0,0,1,0,0,0,0,53738.0,0,66258.0,0,7.0,0,0.0,0,0.0,0,240.8634414,0,0.0,0,17.0,0,34.53249609
0,,14800,0,0,0,0,1,0,0,0,0,50570.0,0,69422.0,0,3.0,0,0.0,0,0.0,0,191.1779415,0,0.0,0,13.0,0,36.64708052
1,12823.0,14800,1,0,0,0,0,1,0,0,1,65019.0,1,89235.5,0,0.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182
0,,14800,0,0,0,0,1,0,0,0,0,64365.0,0,85272.0,0,0.0,0,1.0,0,0.0,0,242.552368,0,2.0,0,26.0,0,29.81963439
1,12926.0,14800,1,0,1,0,0,0,0,0,0,63800.0,0,96500.0,0,9.0,0,0.0,0,4.0,0,185.4333333,0,2.0,0,14.0,1,34.81826182
0,,14800,0,0,0,0,1,0,0,0,1,65019.0,0,43475.0,1,7.0,1,0.0,1,0.0,0,339.7,1,1.0,0,17.0,1,34.81826182
0,,14800,1,0,0,0,1,0,0,0,0,49000.0,0,98900.0,0,0.1,0,0.0,0,3.0,0,51.66666667,0,1.0,0,10.0,1,34.81826182
0,,14800,0,0,0,0,0,0,0,0,0,38000.0,0,59000.0,0,6.0,0,1.0,0,0.0,0,107.5333333,0,2.0,0,10.0,1,34.81826182
0,,14800,1,0,0,1,0,0,0,0,0,86861.0,0,93341.0,1,7.0,0,0.0,0,0.0,0,162.0239464,0,0.0,0,26.0,0,42.89716211
0,,14800,0,0,0,0,0,0,0,0,0,46698.0,0,60679.0,0,6.0,0,1.0,0,0.0,0,126.4938052,0,2.0,0,10.0,0,28.39481736
0,,14800,0,0,0,0,0,1,0,0,0,30282.0,0,61986.0,0,7.0,0,0.0,0,0.0,0,249.2488046,0,0.0,0,16.0,0,21.00928089
0,,14800,0,0,0,0,0,1,0,0,0,41807.0,0,50931.0,0,4.0,0,0.0,0,0.0,0,269.7185483,0,1.0,0,35.0,0,38.50788773
0,,14800,0,0,0,0,0,0,0,0,0,43983.0,0,60826.0,0,4.0,0,1.0,0,1.0,0,113.8979666,0,1.0,0,9.0,0,27.10808171
0,,14800,0,0,0,0,1,0,0,0,0,63508.0,0,87310.0,0,2.0,0,0.0,0,0.0,0,127.1652299,0,3.0,0,10.0,0,38.95372268
0,,14800,0,0,0,0,1,0,0,0,0,60573.0,0,93187.0,0,0.0,0,0.0,0,0.0,0,30.00947426,0,2.0,0,3.0,0,39.08020712
0,,14800,0,0,0,1,0,0,0,0,0,88898.0,0,107208.0,0,30.0,1,0.0,0,0.0,0,329.7602146,0,1.0,0,50.0,0,36.74501301
0,,14800,0,0,0,1,0,0,0,0,0,16448.0,0,38774.0,0,7.0,0,0.0,0,0.0,0,91.00553985,0,0.0,0,16.0,0,19.24035126
0,,14800,0,0,0,0,1,0,0,0,0,73887.0,0,109451.0,0,6.0,0,0.0,0,0.0,0,81.31481864,0,2.0,0,13.0,0,33.98140835
0,,14900,0,0,0,1,0,0,0,0,0,65303.0,0,84590.0,0,6.0,0,0.0,0,0.0,0,121.0649537,0,1.0,0,19.0,0,22.57682394
0,,14900,1,0,0,1,0,0,0,0,0,101179.0,0,117405.0,0,2.0,0,0.0,0,0.0,0,133.9305097,0,1.0,0,22.0,0,35.54740722
0,,14900,0,0,0,0,1,0,0,0,0,70872.0,0,88731.0,0,4.0,0,0.0,0,0.0,0,243.9979348,0,3.0,0,26.0,0,29.04802062
1,5407.0,14900,0,0,0,0,0,0,0,1,0,54359.0,0,78408.0,0,4.0,0,3.0,0,0.0,0,129.9677556,0,0.0,0,24.0,0,3.016141451
1,7318.0,14900,1,0,0,0,1,0,0,0,0,55480.0,0,76464.0,0,15.0,0,0.0,0,1.0,0,122.0894998,0,5.0,0,20.0,0,43.06260476
0,,14900,1,0,0,0,0,1,0,0,0,56506.0,0,81390.0,0,12.0,0,0.0,0,2.0,0,170.7666667,0,0.0,0,14.0,1,34.81826182
0,,14900,0,0,1,0,0,0,0,0,0,45701.0,0,78186.0,0,5.0,0,0.0,0,0.0,0,125.0313534,0,1.0,0,8.0,0,26.34385565
0,,14900,1,0,0,1,0,0,0,0,0,85486.0,0,97795.0,1,7.0,0,0.0,0,0.0,0,173.010785,0,1.0,0,26.0,0,41.58352917
0,,14900,1,0,0,0,0,1,0,0,0,66329.0,0,100824.0,0,9.0,0,0.0,0,0.0,0,279.2407514,0,0.0,0,11.0,0,36.19837544
0,,14900,0,0,0,0,0,1,0,0,0,89872.0,0,118027.0,0,0.0,0,1.0,0,1.0,0,155.4454529,0,1.0,0,34.0,0,33.13569677
0,,14900,1,0,0,0,1,0,0,0,1,65019.0,0,44066.0,0,0.0,0,0.0,0,0.0,0,313.7797311,0,1.0,0,8.0,0,27.75194278
0,,14900,0,0,0,0,0,1,0,0,0,87167.0,0,114219.0,0,8.0,0,0.0,0,0.0,0,194.1131735,0,2.0,0,36.0,0,41.3297639
1,4532.0,14900,0,0,0,0,1,0,0,0,0,57557.0,0,80611.0,0,12.0,0,0.0,0,0.0,0,103.1065045,0,0.0,0,7.0,0,39.84087535
0,,14900,1,0,0,0,1,0,0,0,0,65843.0,0,86628.0,1,7.0,0,0.0,0,0.0,0,288.581891,0,0.0,0,20.0,0,28.27556284
0,,14900,0,0,0,1,0,0,0,0,0,22245.0,0,31531.0,0,7.0,0,0.0,0,0.0,0,91.07421818,0,0.0,0,16.0,0,21.62058028
0,,14900,0,0,0,0,0,1,0,0,0,44588.0,0,72331.0,0,6.0,0,0.0,0,0.0,0,156.3317445,0,2.0,0,11.0,0,28.16444054
0,,14900,1,0,0,0,0,1,0,0,0,82930.0,0,103352.0,0,6.0,0,0.0,0,0.0,0,105.675978,0,0.0,0,27.0,0,27.47381473
0,,14900,1,0,0,0,1,0,0,0,0,87391.0,0,99494.0,0,18.0,0,0.0,0,0.0,0,134.8599969,0,4.0,0,23.0,0,29.53505856
0,,14900,1,0,0,0,0,1,0,0,0,97646.0,0,139884.0,0,13.0,0,0.0,0,0.0,0,119.0831164,0,5.0,0,22.0,0,36.36059707
0,,14900,0,0,0,1,0,0,0,0,0,49849.0,0,70075.0,0,0.0,0,0.0,0,0.0,0,153.691869,0,0.0,0,25.0,0,30.9009156
0,,14900,0,0,0,1,0,0,0,0,0,97930.0,0,113886.0,0,3.0,0,0.0,0,0.0,0,267.8272583,0,0.0,0,33.0,0,28.42029335
0,,14900,0,0,0,0,1,0,0,0,0,51219.0,0,144894.0,0,1.0,0,0.0,0,0.0,0,275.2831155,0,5.0,0,42.0,0,39.32388512
0,,14900,0,0,1,0,0,0,0,0,0,48649.0,0,81342.0,0,3.0,0,0.0,0,0.0,0,110.0567314,0,0.0,0,8.0,0,28.8023987
1,16039.0,14900,0,0,0,1,0,0,0,0,0,58204.0,0,71257.0,0,3.0,0,3.0,0,2.0,0,206.5187349,0,1.0,0,50.0,0,43.76293027
0,,14900,0,0,0,1,0,0,0,0,0,69723.0,0,83553.0,0,5.0,0,0.0,0,0.0,0,114.8555346,0,1.0,0,19.0,0,22.9572918
0,,14900,0,0,0,0,1,0,0,0,0,72637.0,0,103297.0,0,4.0,0,2.0,0,0.0,0,83.46608634,0,0.0,0,20.0,0,22.55303962
0,,14900,0,0,0,0,0,0,0,0,0,60667.0,0,81293.0,0,6.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,27.5737365
0,,14900,0,0,0,0,1,0,0,0,0,45797.0,0,71942.0,0,11.0,0,0.0,0,0.0,0,233.6787307,0,0.0,0,17.0,0,33.55026521
0,,14900,0,0,0,0,0,1,0,0,0,36120.0,0,57095.0,0,4.0,0,0.0,0,0.0,0,239.0236755,0,1.0,0,35.0,0,38.17162353
1,14079.0,15000,0,0,0,1,0,0,0,0,1,65019.0,0,54869.0,0,8.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182
0,,15000,0,0,0,0,0,1,0,0,0,80988.0,0,97404.0,0,10.0,0,3.0,0,0.0,0,188.501672,0,1.0,0,30.0,0,26.5682704
0,,15000,0,0,0,0,0,1,0,0,0,81483.0,0,134347.0,0,14.0,0,0.0,0,0.0,0,305.9150757,0,0.0,0,18.0,0,29.65356348
0,,15000,0,0,0,0,0,0,1,0,0,93226.0,0,108149.0,0,11.0,1,0.0,0,1.0,0,152.7976908,0,1.0,0,17.0,0,34.25026619
1,14609.0,15000,1,0,1,0,0,0,0,0,0,45000.0,0,85000.0,0,11.0,0,0.0,0,0.0,0,110.0,0,0.0,0,31.0,1,34.81826182
1,11490.0,15000,1,0,1,0,0,0,0,0,0,399550.0,1,89235.5,0,0.9,0,0.0,0,0.0,0,138.1666667,0,1.0,0,18.0,1,34.81826182
1,14690.0,15000,1,0,0,0,0,0,0,0,1,65019.0,1,89235.5,0,1.0,0,1.0,0,0.0,0,108.5333333,0,0.0,0,22.0,1,34.81826182
1,13904.0,15000,0,0,0,0,1,0,0,0,0,63000.0,0,100050.0,1,7.0,0,1.0,0,0.0,0,135.3,0,1.0,0,20.0,1,34.81826182
1,8715.0,15000,1,0,0,0,1,0,0,0,0,4734.0,0,55500.0,0,24.0,0,2.0,0,0.0,0,14.6,0,1.0,0,1.0,1,34.81826182
1,10049.0,15000,1,0,0,0,1,0,0,0,1,65019.0,0,27500.0,0,11.0,0,1.0,0,1.0,0,62.3,0,2.0,0,3.0,1,34.81826182
1,14202.0,15000,0,0,0,0,0,1,0,0,0,8200.0,0,42075.0,0,18.0,0,1.0,0,0.0,0,122.2331482,0,0.0,0,23.0,1,34.81826182
1,15921.0,15000,0,0,0,0,1,0,0,0,0,98000.0,0,132790.0,0,1.5,0,0.0,0,3.0,0,107.6666667,0,1.0,0,21.0,1,34.81826182
1,11007.0,15000,0,0,0,0,1,0,0,0,0,49200.0,0,72900.0,0,10.0,0,0.0,0,0.0,0,174.0332996,0,1.0,0,16.0,1,34.81826182
1,12459.0,15000,0,0,0,0,0,1,0,0,0,163000.0,0,207562.0,0,6.0,0,0.0,0,0.0,0,247.5842491,0,1.0,0,27.0,1,34.81826182
1,12782.0,15000,0,0,0,0,1,0,0,0,0,45000.0,0,68250.0,0,7.0,0,0.0,0,1.0,0,55.96666667,0,0.0,0,4.0,1,34.81826182
1,15807.0,15000,0,0,1,0,0,0,0,0,0,86000.0,1,89235.5,0,1.0,0,0.0,0,0.0,0,63.7,0,1.0,0,27.0,1,34.81826182
1,15079.0,15000,1,0,0,0,1,0,0,0,0,37000.0,0,58488.0,0,2.0,0,0.0,0,0.0,0,266.9333333,0,0.0,0,48.0,1,34.81826182
1,12580.0,15000,0,0,0,0,0,1,0,0,0,83000.0,0,114000.0,0,18.0,0,0.0,0,0.0,0,207.2333333,0,0.0,0,27.0,1,34.81826182
1,12856.0,15000,1,0,0,0,1,0,0,0,0,40772.0,0,62025.0,1,7.0,0,0.0,0,1.0,0,120.6,0,2.0,0,19.0,1,34.81826182
1,10342.0,15000,1,0,0,0,1,0,0,0,0,20000.0,0,47394.0,0,13.0,0,0.0,0,0.0,0,66.13333333,0,0.0,0,11.0,1,34.81826182
1,13994.0,15000,1,0,0,0,1,0,0,0,0,29000.0,0,105000.0,0,7.0,0,0.0,0,4.0,0,97.66666667,0,1.0,0,8.0,1,34.81826182
1,11864.0,15000,0,0,0,0,1,0,0,0,0,38000.0,0,73200.0,0,6.0,0,0.0,0,0.0,0,171.3,0,0.0,0,17.0,1,34.81826182
1,15171.0,15000,0,0,0,0,0,0,0,0,1,65019.0,1,89235.5,0,0.0,0,2.0,0,1.0,0,91.26666667,0,1.0,0,10.0,1,34.81826182
1,14058.0,15000,1,0,1,0,0,0,0,0,0,89000.0,0,122400.0,0,1.0,0,0.0,0,2.0,0,136.4666667,0,0.0,0,19.0,1,34.81826182
1,12124.0,15000,0,0,0,0,1,0,0,0,0,48786.0,0,72500.0,0,10.0,0,0.0,0,0.0,0,75.4,0,2.0,0,9.0,1,34.81826182
1,13950.0,15000,0,0,0,0,0,1,0,0,0,57900.0,0,88200.0,0,10.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182
1,12766.0,15000,0,0,0,0,1,0,0,0,0,34200.0,0,38900.0,0,9.2,0,0.0,0,0.0,0,170.7,0,4.0,0,21.0,1,34.81826182
1,14454.0,15000,0,0,0,0,1,0,0,0,0,37624.0,0,60562.0,1,7.0,0,0.0,0,1.0,0,186.8666667,0,7.0,0,26.0,1,34.81826182
1,15873.0,15000,0,0,0,0,0,1,0,0,0,106239.0,0,135942.0,0,19.5,0,0.0,0,1.0,0,9.1,0,2.0,0,24.0,1,34.81826182
1,13626.0,15000,0,0,0,0,1,0,0,0,0,18500.0,0,19000.0,0,2.0,0,0.0,0,1.0,0,20.16666667,0,0.0,0,2.0,1,34.81826182
1,13567.0,15000,0,0,0,0,1,0,0,0,0,5500.0,0,29025.0,0,25.0,0,0.0,0,5.0,0,275.5,0,1.0,0,19.0,1,34.81826182
1,13665.0,15000,0,0,0,0,1,0,0,0,0,71269.0,0,97500.0,0,9.0,0,0.0,0,0.0,0,118.1666667,0,1.0,0,19.0,1,34.81826182
1,13701.0,15000,0,0,0,0,1,0,0,0,0,96931.0,0,137390.0,0,0.2,0,0.0,0,0.0,0,114.8666667,0,1.0,0,16.0,1,34.81826182
1,14756.0,15000,0,0,0,0,0,0,0,0,1,65019.0,0,74750.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182
0,,15000,0,0,0,0,0,0,1,0,0,2619.0,0,57310.0,0,0.3,0,0.0,0,0.0,0,322.6,0,0.0,0,6.0,1,34.81826182
0,,15000,0,0,0,1,0,0,0,0,1,65019.0,0,87360.0,0,28.0,0,0.0,0,0.0,0,323.6333333,0,0.0,0,16.0,1,34.81826182
0,,15000,0,0,0,0,0,1,0,0,0,50000.0,0,90000.0,0,5.5,0,0.0,0,0.0,0,130.8666667,0,2.0,0,22.0,1,34.81826182
0,,15000,1,0,0,0,0,0,0,1,0,18000.0,0,163580.0,0,7.0,0,0.0,0,0.0,0,304.3666667,0,0.0,0,27.0,1,34.81826182
0,,15000,1,0,0,0,0,1,0,0,0,62000.0,0,94575.0,0,23.0,0,0.0,0,0.0,0,238.4,0,1.0,0,24.0,1,34.81826182
0,,15000,0,0,0,0,0,1,0,0,0,48882.0,0,156000.0,0,20.0,0,0.0,0,0.0,0,239.5,0,0.0,0,28.0,1,34.81826182
0,,15000,0,0,0,1,0,0,0,0,1,65019.0,0,48800.0,0,2.0,0,0.0,0,0.0,0,86.26666667,0,2.0,0,9.0,1,34.81826182
0,,15000,0,0,0,0,1,0,0,0,0,42720.0,0,70000.0,0,1.0,1,0.0,0,2.0,0,289.0,0,1.0,0,10.0,1,34.81826182
0,,15000,0,0,0,0,0,1,0,0,0,73335.0,0,99400.0,0,0.5,0,0.0,0,0.0,0,273.9333333,0,2.0,0,21.0,1,34.81826182
0,,15000,0,0,1,0,0,0,0,0,0,125000.0,0,154000.0,1,7.0,0,0.0,0,0.0,0,223.2030702,0,0.0,0,19.0,1,34.81826182
0,,15000,0,0,1,0,0,0,0,0,0,135442.0,0,175900.0,0,11.0,0,0.0,0,0.0,0,247.5666667,0,0.0,0,21.0,1,34.81826182
0,,15000,0,1,0,0,1,0,0,0,1,65019.0,0,94000.0,1,7.0,0,0.0,0,0.0,0,186.7,0,1.0,0,10.0,1,34.81826182
0,,15000,1,0,0,0,0,1,0,0,0,53000.0,0,83400.0,0,5.0,0,0.0,0,0.0,0,120.3,0,0.0,0,13.0,1,34.81826182
0,,15000,0,1,0,0,0,1,0,0,0,54261.0,0,88000.0,0,10.0,0,0.0,0,0.0,1,173.4666667,0,1.0,0,16.0,1,34.81826182
0,,15000,0,0,0,0,1,0,0,0,0,94705.0,0,114400.0,0,9.0,0,0.0,0,0.0,0,300.2666667,0,2.0,0,19.0,1,34.81826182
0,,15000,0,0,0,0,0,1,0,0,0,42657.0,0,65000.0,0,18.0,0,0.0,0,0.0,0,181.6,0,0.0,0,23.0,1,34.81826182
0,,15000,0,0,0,1,0,0,0,0,0,122486.0,0,159000.0,0,5.0,0,0.0,0,0.0,0,137.0,0,1.0,0,21.0,1,34.81826182
0,,15000,1,0,0,1,0,0,0,0,0,48000.0,0,105000.0,0,2.0,1,0.0,0,3.0,0,142.0,0,1.0,0,24.0,1,34.81826182
0,,15000,0,0,0,0,1,0,0,0,0,102988.0,0,130000.0,0,1.3,0,0.0,0,0.0,0,289.1666667,0,0.0,0,47.0,1,34.81826182
0,,15000,0,0,0,0,1,0,0,0,0,86177.0,0,111500.0,0,14.0,0,0.0,0,0.0,0,133.9333333,0,2.0,0,9.0,1,34.81826182
0,,15000,1,0,0,0,1,0,0,0,0,23473.0,0,74000.0,1,7.0,0,0.0,0,0.0,0,244.7666667,0,1.0,0,50.0,1,34.81826182
0,,15000,0,0,0,0,1,0,0,0,0,72000.0,0,95000.0,0,0.0,0,0.0,0,0.0,0,147.1,0,1.0,0,18.0,1,34.81826182
0,,15000,0,0,0,1,0,0,0,0,0,59000.0,0,86420.0,0,1.5,0,0.0,0,0.0,0,160.3,0,0.0,0,25.0,1,34.81826182
0,,15000,0,0,1,0,0,0,0,0,0,92000.0,0,154000.0,0,1.0,0,0.0,0,0.0,0,207.9666667,0,1.0,0,19.0,1,34.81826182
0,,15000,0,0,0,1,0,0,0,0,0,89126.0,0,118300.0,0,0.4,1,0.0,0,3.0,0,263.1666667,0,1.0,0,30.0,1,34.81826182
0,,15000,0,0,0,1,0,0,0,0,0,95300.0,0,135700.0,0,3.0,1,0.0,1,0.0,0,115.6666667,0,3.0,0,16.0,1,34.81826182
0,,15000,1,0,0,0,1,0,0,0,0,36900.0,0,58600.0,0,26.0,0,0.0,0,0.0,0,247.1,0,0.0,0,14.0,1,34.81826182
0,,15000,0,0,0,0,0,1,0,0,0,100000.0,0,115000.0,0,1.0,0,0.0,0,0.0,0,128.8666667,0,0.0,0,30.0,1,34.81826182
0,,15000,0,0,0,0,1,0,0,0,0,116000.0,0,202800.0,0,3.5,0,0.0,0,0.0,0,202.9666667,0,0.0,0,17.0,1,34.81826182
0,,15000,0,0,0,0,1,0,0,0,0,84000.0,0,110975.0,0,20.0,0,0.0,0,0.0,0,282.1666667,0,1.0,0,17.0,1,34.81826182
0,,15000,0,1,0,1,0,0,0,0,0,15832.0,0,35300.0,0,1.0,0,0.0,0,0.0,0,211.0333333,0,0.0,0,16.0,1,34.81826182
1,15674.0,15000,1,0,1,0,0,0,0,0,0,62674.0,0,76950.0,0,8.0,0,1.0,0,5.0,0,249.5333333,0,0.0,0,31.0,1,34.81826182
1,16379.0,15000,1,0,0,0,1,0,0,0,1,65019.0,0,50000.0,0,0.0,0,3.0,0,4.0,0,206.9666667,0,1.0,0,45.0,1,34.81826182
1,15011.0,15000,0,0,0,0,0,1,0,0,0,89200.0,0,114750.0,0,11.0,0,0.0,0,0.0,0,114.6,0,0.0,0,27.0,1,34.81826182
1,16254.0,15000,0,0,0,1,0,0,0,0,0,109000.0,0,155000.0,0,0.0,0,3.0,0,2.0,0,105.5,0,1.0,0,28.0,1,34.81826182
1,16107.0,15000,0,0,0,0,1,0,0,0,0,42006.0,1,89235.5,0,10.0,0,0.0,0,1.0,0,75.33333333,0,0.0,0,33.0,1,34.81826182
1,15956.0,15000,0,0,1,0,0,0,0,0,0,153000.0,0,185625.0,0,8.0,1,0.0,0,2.0,0,154.2,1,1.0,0,31.0,1,34.81826182
1,16397.0,15000,0,1,0,0,0,0,0,0,0,33000.0,1,89235.5,0,0.9,0,7.0,0,5.0,0,144.8666667,0,0.0,0,20.0,1,34.81826182
1,12940.0,15000,0,0,0,0,1,0,0,0,0,116400.0,0,146450.0,0,17.5,0,0.0,0,1.0,0,255.6666667,0,1.0,0,29.0,1,34.81826182
1,9181.0,15000,1,0,0,0,1,0,0,0,0,6124.0,0,35000.0,0,1.5,0,1.0,0,0.0,0,91.26666667,0,0.0,0,5.0,1,34.81826182
1,12479.0,15000,0,0,0,0,0,1,0,0,0,18900.0,0,80400.0,0,7.0,0,0.0,0,1.0,0,142.0,0,0.0,0,12.0,1,34.81826182
1,15632.0,15000,0,0,0,0,1,0,0,0,0,54294.0,0,85460.0,0,18.0,0,0.0,0,3.0,0,118.6666667,0,1.0,0,23.0,1,34.81826182
1,15161.0,15000,0,0,0,0,1,0,0,0,1,65019.0,0,26100.0,0,1.6,0,0.0,0,1.0,0,105.4666667,0,17.0,0,20.0,1,34.81826182
1,15020.0,15000,0,0,0,0,1,0,0,0,0,73500.0,0,105000.0,0,1.0,0,0.0,0,2.0,0,205.9333333,0,2.0,0,25.0,1,34.81826182
1,14290.0,15000,0,1,0,0,0,1,0,0,0,40000.0,0,58000.0,0,4.0,0,7.0,0,0.0,0,268.8333333,0,3.0,0,26.0,1,34.81826182
1,15891.0,15000,0,0,1,0,0,0,0,0,0,68000.0,0,96000.0,0,12.0,0,0.0,0,3.0,0,109.5666667,0,0.0,0,24.0,1,34.81826182
1,12996.0,15000,0,0,0,0,0,1,0,0,0,62100.0,0,40000.0,0,1.0,0,0.0,0,0.0,0,111.6,0,2.0,0,13.0,1,34.81826182
1,16037.0,15000,0,0,0,0,0,1,0,0,0,74000.0,0,90000.0,0,9.0,0,1.0,0,3.0,0,136.9666667,0,0.0,0,27.0,1,34.81826182
1,16468.0,15000,0,0,1,0,0,0,0,0,0,16400.0,0,205950.0,0,10.0,0,8.0,0,3.0,0,135.9333333,0,11.0,0,42.0,1,34.81826182
1,15527.0,15000,0,0,0,0,1,0,0,0,0,55300.0,0,81000.0,0,5.3,0,8.0,0,0.0,0,259.7333333,0,4.0,0,30.0,1,34.81826182
1,15591.0,15000,0,0,0,0,0,0,0,0,0,166000.0,0,182175.0,0,3.5,0,4.0,0,0.0,0,74.06666667,0,2.0,0,14.0,1,34.81826182
1,13520.0,15000,0,0,0,1,0,0,0,0,0,54000.0,0,72865.0,0,2.9,0,0.0,0,1.0,0,145.1,0,1.0,0,15.0,1,34.81826182
1,16247.0,15000,0,0,0,1,0,0,0,0,0,47000.0,0,73900.0,0,2.0,0,1.0,0,5.0,0,73.1,0,1.0,0,16.0,1,34.81826182
1,15902.0,15000,0,0,1,0,0,0,0,0,0,82000.0,0,130000.0,0,18.0,0,0.0,0,5.0,0,122.7333333,0,10.0,0,19.0,1,34.81826182
1,15999.0,15000,0,0,0,0,0,0,0,1,0,61438.0,0,127300.0,0,4.0,0,1.0,0,3.0,0,134.2666667,0,1.0,0,17.0,1,34.81826182
1,15724.0,15000,0,0,0,0,1,0,0,0,0,42000.0,0,111351.0,0,6.0,1,0.0,0,6.0,0,225.6333333,0,0.0,0,17.0,1,34.81826182
1,6616.0,15000,1,0,0,0,1,0,0,0,0,79000.0,0,108000.0,0,0.4,0,0.0,0,0.0,0,385.5,0,3.0,0,31.0,1,34.81826182
1,9438.0,15000,1,0,0,0,0,1,0,0,0,125000.0,0,177100.0,0,10.0,0,3.0,0,1.0,0,221.1666667,0,0.0,0,14.0,1,34.81826182
1,16391.0,15000,0,0,0,0,0,0,1,0,0,77544.0,0,102000.0,0,4.0,0,0.0,0,0.0,0,11.7,0,2.0,0,35.0,1,34.81826182
1,10948.0,15000,0,0,0,1,0,0,0,0,0,61265.0,1,89235.5,0,22.0,0,0.0,0,0.0,0,186.6666667,0,1.0,0,21.0,1,34.81826182
0,,15000,1,0,0,0,0,1,0,0,0,96983.0,0,140487.0,0,15.0,0,0.0,0,0.0,0,132.421919,0,4.0,0,21.0,0,35.3484859
0,,15000,0,0,0,0,0,1,0,0,0,26284.0,0,40908.0,0,20.0,0,0.0,0,1.0,0,198.8312038,0,1.0,0,16.0,0,32.01239231
0,,15000,0,0,0,0,0,0,1,0,0,5627.0,0,64962.0,0,0.0,0,0.0,0,0.0,0,341.5020847,0,0.0,0,6.0,0,39.9967104
0,,15000,0,0,0,0,1,0,0,0,0,46867.0,0,67529.0,0,7.0,0,0.0,0,0.0,0,133.787581,0,3.0,0,48.0,0,31.48646083
0,,15000,0,0,0,0,1,0,0,0,0,73187.0,0,111623.0,0,4.0,0,0.0,0,0.0,0,98.13989369,0,2.0,0,14.0,0,36.23723367
